transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address,hour,day_of_week,is_night,is_weekend,card_mean_amount,card_std_amount,card_tx_count,amount_zscore,velocity_1h,velocity_burst,cross_border,high_risk_category,device_multi_card,ip_multi_card,many_merchants,flag_round_amount,is_gift_card_txn,gift_card_spree,prev_amount,is_test_charge_pattern,is_electronics_txn,electronics_spree,flag_high_amount,flag_amount_zscore,flag_extreme_zscore,flag_night_tx,flag_cross_border,flag_high_velocity,flag_burst,flag_high_risk_cat,flag_device_multi,flag_ip_multi,flag_many_merchants,rule_score,triggers,if_score,if_anomaly,if_score_norm,rule_score_norm,fraud_score,fraud_verdict
tx_000017,2026-05-19 08:05:05,card_000,17.07,Starbucks,restaurant,in_person,CA,CA,,,8,1,0,0,104.61047619047619,218.6319674813404,21,-0.4004010813192152,0.0,0.0,0,0,0,0,0,0,0,0,36.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3601683683171091,0,0.026141667326432527,0.0,0.010456666930573011,LEGITIMATE
tx_000002,2026-05-19 17:02:20,card_000,39.34,Shell,gas,in_person,CA,CA,,,17,1,0,0,104.61047619047619,218.6319674813404,21,-0.29854040533229353,0.0,0.0,0,0,0,0,0,0,0,0,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3568645585014079,0,0.017922359579726765,0.0,0.007168943831890706,LEGITIMATE
tx_000013,2026-05-21 01:29:40,card_000,36.32,Hydro-Quebec,utilities,online,CA,CA,dev_bc0178b6,99.225.243.244,1,3,1,0,104.61047619047619,218.6319674813404,21,-0.31235357288867005,0.0,0.0,0,0,0,0,0,0,0,0,39.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 01:00 (night window 00–05),-0.4076126897055281,0,0.14417493802856907,0.07692307692307693,0.1038238213652738,LEGITIMATE
tx_000015,2026-05-21 02:24:52,card_000,193.99,Tim Hortons,restaurant,in_person,CA,CA,,,2,3,1,0,104.61047619047619,218.6319674813404,21,0.4088126948642682,1.0,0.0,0,0,0,0,0,0,0,0,36.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 02:00 (night window 00–05),-0.5474176020691,0,0.4919853942347342,0.07692307692307693,0.24294800384773985,LEGITIMATE
tx_000008,2026-05-22 07:05:41,card_000,77.44,Esso,gas,in_person,CA,CA,,,7,4,0,0,104.61047619047619,218.6319674813404,21,-0.1242749470879418,0.0,0.0,0,0,0,0,0,0,0,0,193.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.38125175864246036,0,0.07859349812021088,0.0,0.031437399248084356,LEGITIMATE
tx_000004,2026-05-23 07:05:41,card_000,176.05,Bell Canada,utilities,online,CA,CA,dev_bc0178b6,24.114.3.48,7,5,0,1,104.61047619047619,218.6319674813404,21,0.32675699090354193,0.0,0.0,0,0,0,0,0,0,0,0,77.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.4383489979603965,0,0.22064156009130442,0.0,0.08825662403652178,LEGITIMATE
tx_000016,2026-05-23 12:29:14,card_000,87.62,Chevron,gas,in_person,CA,CA,,,12,5,0,1,104.61047619047619,218.6319674813404,21,-0.07771268029194438,0.0,0.0,0,0,0,0,0,0,0,0,176.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3645339275967717,0,0.03700242421247002,0.0,0.014800969684988008,LEGITIMATE
tx_000011,2026-05-24 10:25:11,card_000,16.87,Shell,gas,in_person,CA,CA,,,10,6,0,1,104.61047619047619,218.6319674813404,21,-0.40131586062758445,0.0,0.0,0,0,0,0,0,0,0,0,87.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3556726439961913,0,0.014957082317222259,0.0,0.005982832926888904,LEGITIMATE
tx_000010,2026-05-24 15:26:59,card_000,11.85,Videotron,utilities,online,CA,CA,dev_bc0178b6,70.50.128.169,15,6,0,1,104.61047619047619,218.6319674813404,21,-0.424276821267654,0.0,0.0,0,0,0,0,0,0,0,0,16.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.35456215566833177,0,0.01219437930919054,0.0,0.004877751723676216,LEGITIMATE
tx_000027,2026-04-25 15:51:42,card_001,69.73,Etsy,online_retail,online,CA,US,dev_8080a2c9,24.114.208.216,15,5,0,1,73.58733333333333,69.37198183567718,15,-0.05560362024066537,0.0,0.0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.4340345063207122,0,0.209907850666318,0.07692307692307693,0.13011698642037337,LEGITIMATE
tx_000023,2026-04-27 22:48:21,card_001,100.0,Desjardins ATM,atm,atm,CA,CA,,,22,0,0,0,73.58733333333333,69.37198183567718,15,0.38073968723037044,0.0,0.0,0,0,0,0,0,1,0,0,69.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Round amount ($100.00),-0.5258843540442246,0,0.43841439524397274,0.04615384615384615,0.2030580657898968,LEGITIMATE
tx_000028,2026-05-01 22:58:31,card_001,289.54,Shopify Merchant 1,online_retail,online,CA,CA,dev_8d790a73,142.112.12.122,22,4,0,0,73.58733333333333,69.37198183567718,15,3.112966661067838,0.0,0.0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Amount Z-score 3.1σ (threshold: ±3σ),-0.5389440464756444,0,0.47090465260110903,0.15384615384615385,0.2806695533481359,LEGITIMATE
tx_000031,2026-05-05 15:34:06,card_001,24.83,QuickPay Online,online_retail,online,CA,CA,dev_8d790a73,99.225.228.48,15,1,0,0,73.58733333333333,69.37198183567718,15,-0.7028389854685977,0.0,0.0,0,0,0,0,0,0,0,0,289.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3623189850565454,0,0.03149203003273526,0.0,0.012596812013094106,LEGITIMATE
tx_000032,2026-05-10 18:09:55,card_001,51.34,Shopify Merchant 1,online_retail,online,CA,CA,dev_8d790a73,99.225.164.236,18,6,0,1,73.58733333333333,69.37198183567718,15,-0.32069623419482296,0.0,0.0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.358794151546261,0,0.02272285353860326,0.0,0.009089141415441305,LEGITIMATE
tx_000024,2026-05-11 16:33:53,card_001,55.49,AliExpress,online_retail,online,CA,CN,dev_8080a2c9,99.225.247.252,16,0,0,0,73.58733333333333,69.37198183567718,15,-0.26087381179625013,0.0,0.0,1,0,0,0,0,0,0,0,51.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant CN,-0.42438518999043684,0,0.18590201955372565,0.07692307692307693,0.12051465397533642,LEGITIMATE
tx_000034,2026-05-14 03:19:24,card_001,30.94,Videotron,utilities,online,CA,CA,dev_8d790a73,142.112.27.249,3,3,1,0,73.58733333333333,69.37198183567718,15,-0.6147630816480484,0.0,0.0,0,0,0,0,0,0,0,0,55.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 03:00 (night window 00–05),-0.4021139400633277,0,0.13049499939634435,0.07692307692307693,0.0983518459123839,LEGITIMATE
tx_000022,2026-05-16 10:09:36,card_001,106.79,eBay,online_retail,online,CA,US,dev_8080a2c9,70.50.170.108,10,5,0,1,73.58733333333333,69.37198183567718,15,0.4786178192993607,0.0,0.0,1,0,0,0,0,0,0,0,30.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.45719139135540554,0,0.2675181778863295,0.07692307692307693,0.15316111730837795,LEGITIMATE
tx_000029,2026-05-16 15:53:05,card_001,19.99,Disney+,subscription,online,CA,US,dev_8d790a73,99.225.135.151,15,5,0,1,73.58733333333333,69.37198183567718,15,-0.7726077865310297,0.0,0.0,1,0,0,0,0,0,0,0,106.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.41161472826542866,0,0.15413131819963066,0.07692307692307693,0.10780637343369842,LEGITIMATE
tx_000030,2026-05-18 00:04:25,card_001,45.5,Amazon.com,online_retail,online,CA,US,dev_8d790a73,99.225.157.62,0,0,1,0,73.58733333333333,69.37198183567718,15,-0.40488007679907967,0.0,0.0,1,0,0,0,0,0,0,0,19.99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,Transaction at 00:00 (night window 00–05) | Cross-border: cardholder CA → merchant US,-0.5023390537274792,0,0.37983775794111774,0.15384615384615385,0.2442427954841394,LEGITIMATE
tx_000020,2026-05-22 13:34:35,card_001,132.86,Hydro-Quebec,utilities,online,CA,CA,dev_8080a2c9,142.112.199.194,13,4,0,0,73.58733333333333,69.37198183567718,15,0.8544179522947326,0.0,0.0,0,0,0,0,0,0,0,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.4079301207057481,0,0.14496465148808868,0.0,0.05798586059523547,LEGITIMATE
tx_000033,2026-05-22 15:59:57,card_001,22.87,AliExpress,online_retail,online,CA,CN,dev_8d790a73,142.112.59.148,15,4,0,0,73.58733333333333,69.37198183567718,15,-0.7310924668905742,0.0,0.0,1,0,0,0,0,0,0,0,132.86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant CN,-0.4102551309501018,0,0.15074887509011559,0.07692307692307693,0.10645339618989239,LEGITIMATE
tx_000025,2026-05-23 07:45:13,card_001,57.73,Videotron,utilities,online,CA,CA,dev_8080a2c9,99.225.213.186,7,5,0,1,73.58733333333333,69.37198183567718,15,-0.22858411874256274,0.0,0.0,0,0,0,0,0,0,0,0,22.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3753104956945547,0,0.06381266287332088,0.0,0.025525065149328355,LEGITIMATE
tx_000026,2026-05-23 23:29:04,card_001,84.21,Bell Canada,utilities,online,CA,CA,dev_8d790a73,70.50.37.206,23,5,0,1,73.58733333333333,69.37198183567718,15,0.1531261812849572,0.0,0.0,0,0,0,0,0,0,0,0,57.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3936578178144491,0,0.10945762891061361,0.0,0.043783051564245445,LEGITIMATE
tx_000021,2026-05-24 21:52:23,card_001,11.99,Disney+,subscription,online,CA,US,dev_8d790a73,24.114.160.30,21,6,0,1,73.58733333333333,69.37198183567718,15,-0.8879281188656277,0.0,0.0,1,0,0,0,0,0,0,0,84.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.43523869864673975,0,0.212903673024737,0.07692307692307693,0.13131531536374097,LEGITIMATE
tx_000041,2026-04-25 05:09:52,card_002,57.27,McDonald's,restaurant,in_person,CA,CA,,,5,5,1,1,65.24666666666667,158.84985015206448,21,-0.050215134978287536,0.0,0.0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,Transaction at 05:00 (night window 00–05) | Card used at unusually many distinct merchants,-0.4108119958645085,0,0.15213425874116593,0.15384615384615385,0.1531613958041587,LEGITIMATE
tx_000038,2026-04-30 18:55:21,card_002,24.11,Whole Foods,grocery,in_person,CA,CA,,,18,3,0,0,65.24666666666667,158.84985015206448,21,-0.25896572535187906,0.0,0.0,0,0,0,0,1,0,0,0,57.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.3529673372604611,0,0.008226746780192085,0.07692307692307693,0.04944454486592299,LEGITIMATE
tx_000052,2026-04-30 20:53:42,card_002,15.66,Tim Hortons,restaurant,in_person,CA,CA,,,20,3,0,0,65.24666666666667,158.84985015206448,21,-0.31216061342958856,0.0,0.0,0,0,0,0,1,0,0,0,24.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.35649548189028557,0,0.01700416076740141,0.07692307692307693,0.05295551046080672,LEGITIMATE
tx_000047,2026-05-01 02:43:54,card_002,19.99,Netflix,subscription,online,CA,US,dev_6200257c,142.112.246.238,2,4,1,0,65.24666666666667,158.84985015206448,21,-0.2849021678229043,0.0,0.0,1,0,0,0,1,0,0,0,15.66,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.5,Transaction at 02:00 (night window 00–05) | Cross-border: cardholder CA → merchant US | Card used at unusually many distinct merchants,-0.4570132319917167,0,0.2670749481849233,0.23076923076923078,0.24529151773550778,LEGITIMATE
tx_000054,2026-05-02 03:25:31,card_002,25.92,Provigo,grocery,in_person,CA,CA,,,3,5,1,1,65.24666666666667,158.84985015206448,21,-0.24757131737310337,0.0,0.0,0,0,0,0,1,0,0,0,19.99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,Transaction at 03:00 (night window 00–05) | Card used at unusually many distinct merchants,-0.3949162735757396,0,0.1125884493163477,0.15384615384615385,0.1373430720342314,LEGITIMATE
tx_000045,2026-05-04 04:30:02,card_002,41.05,Chipotle,restaurant,in_person,CA,CA,,,4,0,1,0,65.24666666666667,158.84985015206448,21,-0.1523241390753821,0.0,0.0,0,0,0,0,1,0,0,0,25.92,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,Transaction at 04:00 (night window 00–05) | Card used at unusually many distinct merchants,-0.3987747720671547,0,0.12218772660840638,0.15384615384615385,0.14118278295105485,LEGITIMATE
tx_000995,2026-05-05 02:25:59,card_002,735.44,QuickPay Online,online_retail,online,CA,CA,dev_a89efa00,172.58.196.128,2,1,1,0,65.24666666666667,158.84985015206448,21,4.219036610306952,0.0,0.0,0,0,0,0,1,0,0,0,41.05,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3.0,Amount $735.44 >> card avg $65.25 (+670.19) | Amount Z-score 4.2σ (threshold: ±3σ) | Transaction at 02:00 (night window 00–05) | Card used at unusually many distinct merchants,-0.6392640345219318,1,0.720483442209277,0.46153846153846156,0.5651164538067877,FRAUD
tx_000050,2026-05-05 11:29:11,card_002,18.92,Starbucks,restaurant,in_person,CA,CA,,,11,1,0,0,65.24666666666667,158.84985015206448,21,-0.2916380885617385,0.0,0.0,0,0,0,0,1,0,0,0,735.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.35494307864695807,0,0.013142049836180947,0.07692307692307693,0.051410666088318534,LEGITIMATE
tx_000048,2026-05-06 02:00:14,card_002,38.76,Amazon.com,online_retail,online,MX,US,dev_6200257c,189.144.64.231,2,2,1,0,65.24666666666667,158.84985015206448,21,-0.1667402685070927,0.0,0.0,1,0,0,0,1,0,0,0,18.92,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.5,Transaction at 02:00 (night window 00–05) | Cross-border: cardholder MX → merchant US | Card used at unusually many distinct merchants,-0.465906283789536,0,0.28919932386366054,0.23076923076923078,0.2541412680070027,LEGITIMATE
tx_000051,2026-05-07 22:01:44,card_002,33.64,La Banquise,restaurant,in_person,MX,MX,,,22,3,0,0,65.24666666666667,158.84985015206448,21,-0.1989719640050658,0.0,0.0,0,0,0,0,1,0,0,0,38.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.36961193806615883,0,0.04963563650893155,0.07692307692307693,0.06600810075741878,LEGITIMATE
tx_000039,2026-05-11 04:40:15,card_002,11.99,Spotify,subscription,online,MX,SE,dev_c2b98918,189.144.190.31,4,0,1,0,65.24666666666667,158.84985015206448,21,-0.33526419203848723,0.0,0.0,1,0,0,0,1,0,0,0,33.64,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.5,Transaction at 04:00 (night window 00–05) | Cross-border: cardholder MX → merchant SE | Card used at unusually many distinct merchants,-0.45647472019552904,0,0.26573522391960325,0.23076923076923078,0.24475562802937978,LEGITIMATE
tx_000053,2026-05-12 23:11:02,card_002,35.69,Starbucks,restaurant,in_person,CA,CA,,,23,1,0,0,65.24666666666667,158.84985015206448,21,-0.18606669529982267,0.0,0.0,0,0,0,0,1,0,0,0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.37569016542855255,0,0.06475721554430314,0.07692307692307693,0.07205673237156741,LEGITIMATE
tx_000036,2026-05-13 05:08:18,card_002,9.34,Cafe Olimpico,restaurant,in_person,CA,CA,,,5,2,1,0,65.24666666666667,158.84985015206448,21,-0.3519466125598991,0.0,0.0,0,0,0,0,1,0,0,0,35.69,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,Transaction at 05:00 (night window 00–05) | Card used at unusually many distinct merchants,-0.41142867714556586,0,0.15366845517298056,0.15384615384615385,0.15377507437688454,LEGITIMATE
tx_000049,2026-05-14 22:38:57,card_002,16.66,QuickPay Online,online_retail,online,CA,CA,dev_6200257c,142.112.102.86,22,3,0,0,65.24666666666667,158.84985015206448,21,-0.30586536040264073,0.0,0.0,0,0,0,0,1,0,0,0,9.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.36920183381001376,0,0.0486153680075575,0.07692307692307693,0.06559999335686915,LEGITIMATE
tx_000040,2026-05-16 10:49:43,card_002,5.1,Amazon.ca,online_retail,online,CA,CA,dev_c2b98918,99.225.147.244,10,5,0,1,65.24666666666667,158.84985015206448,21,-0.3786384853941581,0.0,0.0,0,0,0,0,1,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.3636793388449744,0,0.03487635511656928,0.07692307692307693,0.06010438820047387,LEGITIMATE
tx_000035,2026-05-16 23:44:21,card_002,26.65,La Banquise,restaurant,in_person,CA,CA,,,23,5,0,1,65.24666666666667,158.84985015206448,21,-0.24297578266343145,0.0,0.0,0,0,0,0,1,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.3725949204997325,0,0.05705678118500779,0.07692307692307693,0.06897655862784927,LEGITIMATE
tx_000037,2026-05-17 06:33:06,card_002,15.78,Cineplex,entertainment,in_person,CA,CA,,,6,6,0,1,65.24666666666667,158.84985015206448,21,-0.31140518306635484,0.0,0.0,0,0,0,0,1,0,0,0,26.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.37762120458233045,0,0.06956130717221987,0.07692307692307693,0.07397836902273411,LEGITIMATE
tx_000043,2026-05-17 09:13:59,card_002,7.37,Etsy,online_retail,online,CA,US,dev_c2b98918,99.225.42.114,9,6,0,1,65.24666666666667,158.84985015206448,21,-0.36434826102298645,0.0,0.0,1,0,0,0,1,0,0,0,15.78,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,Cross-border: cardholder CA → merchant US | Card used at unusually many distinct merchants,-0.4067117028381595,0,0.1419334384411991,0.15384615384615385,0.14908106768417195,LEGITIMATE
tx_000044,2026-05-20 13:06:24,card_002,10.9,Etsy,online_retail,online,CA,US,dev_6200257c,24.114.16.187,13,2,0,0,65.24666666666667,158.84985015206448,21,-0.34212601783786045,0.0,0.0,1,0,0,0,1,0,0,0,7.37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,Cross-border: cardholder CA → merchant US | Card used at unusually many distinct merchants,-0.39745410078294874,0,0.11890212473582329,0.15384615384615385,0.13986854220202163,LEGITIMATE
tx_000046,2026-05-23 06:53:57,card_002,19.94,Whole Foods,grocery,in_person,CA,CA,,,6,5,0,1,65.24666666666667,158.84985015206448,21,-0.2852169304742517,0.0,0.0,0,0,0,0,1,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Card used at unusually many distinct merchants,-0.37758567337075416,0,0.06947291165950875,0.07692307692307693,0.07394301081764966,LEGITIMATE
tx_000042,2026-05-24 02:24:37,card_002,200.0,BMO ATM,atm,atm,CA,CA,,,2,6,1,1,65.24666666666667,158.84985015206448,21,0.8483063295579825,0.0,0.0,0,0,0,0,1,1,0,0,19.94,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.3,Transaction at 02:00 (night window 00–05) | Round amount ($200.00) | Card used at unusually many distinct merchants,-0.5977946957856207,0,0.6173148955495202,0.2,0.3669259582198081,SUSPICIOUS
tx_000063,2026-04-25 06:51:00,card_003,48.14,Provigo,grocery,in_person,CA,CA,,,6,5,0,1,44.62684210526316,30.635870778591773,19,0.11467465443129574,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3854216759078973,0,0.08896753149224201,0.0,0.035587012596896804,LEGITIMATE
tx_000056,2026-04-28 16:22:50,card_003,60.0,Desjardins ATM,atm,atm,CA,CA,,,16,1,0,0,44.62684210526316,30.635870778591773,19,0.5018025440125418,0.0,0.0,0,0,0,0,0,1,0,0,48.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Round amount ($60.00),-0.49667203143397387,0,0.3657391860389463,0.04615384615384615,0.1739879821078862,LEGITIMATE
tx_000057,2026-04-28 17:33:50,card_003,15.99,Disney+,subscription,online,CA,US,dev_d52ac3b8,99.225.207.204,17,1,0,0,44.62684210526316,30.635870778591773,19,-0.9347487561957752,0.0,0.0,1,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.4205687388758879,0,0.17640734886727805,0.07692307692307693,0.11671678570075737,LEGITIMATE
tx_000061,2026-04-28 18:40:26,card_003,74.47,QuickPay Online,online_retail,online,CA,CA,dev_6fdbe52d,142.112.113.7,18,1,0,0,44.62684210526316,30.635870778591773,19,0.9741246824813977,0.0,0.0,0,0,0,0,0,0,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.39583738878669267,0,0.11488002474330317,0.0,0.04595200989732127,LEGITIMATE
